id,name,description,field_1,field_2,field_3,field_4,field_5,field_6,value,field_8,field_9,icon,detail_icon
904113,旧报剪报,老报纸剪报，小纸片。把某个日期的某条新闻剪下来保存到今天——时代信息的一块碎片,1,4,1,1,1,1,138,0,0,icon_cp_zh_01_013,icon_dj_cp_zh_01_013
904211,手绘扇面,手绘扇面，绢本花鸟，仿古风格,1,4,2,2,2,4,734,0,0,icon_cp_zh_02_011,icon_dj_cp_zh_02_011
904212,仿碑帖拓片,仿碑帖拓片，方形拓片，黑白分明。真拓片价高难求，仿品适合日常书法临摹参考,1,4,2,2,2,4,726,0,0,icon_cp_zh_02_012,icon_dj_cp_zh_02_012
904213,行书斗方,行书四字吉语斗方，方形小纸，笔法流畅。四字吉语适合装裱后悬挂，字数不多但章法要求高,1,4,2,1,1,1,306,0,0,icon_cp_zh_02_013,icon_dj_cp_zh_02_013
904311,绢本花鸟,绢本设色花鸟，构图完整，工笔精细。绢比纸贵，画比绢贵——工笔绢本在拍卖场上有双重增值逻辑,1,4,3,2,2,4,2105,0,0,icon_cp_zh_03_011,icon_dj_cp_zh_03_011
904312,行书七言联,行书七言对联，长条对联，笔法流畅。上联七字下联七字，对仗工整，字数不多但章法要求高,1,4,3,1,3,3,1912,0,0,icon_cp_zh_03_012,icon_dj_cp_zh_03_012
904313,仿古山水册,仿宋元山水册页，册页展开，笔墨古雅。仿古山水是学习宋元山水的传统方式——临摹古人化为己用，每一页都是一课,1,4,3,2,2,4,2252,0,0,icon_cp_zh_03_013,icon_dj_cp_zh_03_013
904411,八大山人仿作,八大山人（朱耷）风格花鸟仿作，冷逸孤傲。鸟翻白眼、鱼瞪人、山石奇崛——仿作追求的是这种精神气质，而非简单复制,1,4,4,2,2,4,7283,0,0,icon_cp_zh_04_011,icon_dj_cp_zh_04_011
904412,明四家扇面集,文沈唐仇风格扇面集锦，明四家四种风格汇聚一册。扇面虽小气象万千——四种风格之间的对照本身就是审美体验,1,4,4,2,2,4,10200,0,0,icon_cp_zh_04_012,icon_dj_cp_zh_04_012
904413,金石拓片卷,金石器物全形拓，竖幅拓片，黑白分明。将青铜器的立体造型拓印到平面纸上——黑白之间见立体，每张拓片都是一次性的,1,4,4,3,4,12,21260,0,0,icon_cp_zh_04_013,icon_dj_cp_zh_04_013
904512,《丧乱帖》摹本,王羲之《丧乱帖》唐摹本，八行六十二字，把悲愤写成有力道的一页,1,4,5,1,2,2,23180,10,3,icon_cp_zh_05_012,icon_dj_cp_zh_05_012
904513,《夜宴图》摹本,顾闳中《夜宴图》摹本，南唐名作。韩熙载夜宴宾客，乐伎弹唱觥筹交错——但宴会上最清醒的人比所有人都累,1,4,5,3,3,9,60960,25,7,icon_cp_zh_05_013,icon_dj_cp_zh_05_013
904514,《女史箴图》摹本,顾恺之《女史箴图》唐代摹本，以春蚕吐丝般的线条描摹宫廷女性仪范，每一页都是一个箴言故事,1,4,5,2,2,4,33240,14,4,icon_cp_zh_05_014,icon_dj_cp_zh_05_014
904613,《步辇图》,阎立本《步辇图》，唐太宗坐在步辇上接见吐蕃使臣禄东赞。太宗画得比所有人都小一截，但所有人的目光都看着他,1,4,6,2,2,4,205600,86,23,icon_cp_zh_06_013,icon_dj_cp_zh_06_013
904614,《永乐大典》,《永乐大典》，明成祖敕修巨型类书，是中国古代最大的百科全书。现存残卷仅约400册，散落全球,1,4,6,2,2,4,529500,221,58,icon_cp_zh_06_014,icon_dj_cp_zh_06_014
904615,《簪花仕女图》,周昉《簪花仕女图》，唐代宫廷贵妇簪花游园。衣纱轻透，发髻高耸，每一处细节都在说——她们是生活的主宰，也是奢靡的代言,1,4,6,2,3,6,259100,108,29,icon_cp_zh_06_015,icon_dj_cp_zh_06_015
904515,《枫鹰图》,高剑父《枫鹰图》，撞水撞粉画红枫苍鹰，岭南画派名头，新旧画法并立——羊城拾光专属,1,4,5,2,3,6,42200,18,5,icon_cp_zh_05_015,icon_dj_cp_zh_05_015
904616,十三行通草画,广州十三行通草纸水彩画，落笔即永恒的特制质感记录千年商埠海上往事——羊城拾光专属,1,4,6,2,2,4,190200,79,21,icon_cp_zh_06_016,icon_dj_cp_zh_06_016
904516,《六君子图》,倪瓒《六君子图》，六棵枯树立于坡岸，常见于杭州西湖文人书画专场的核心目录——钱塘雅集专属,1,4,5,2,3,6,43110,18,5,icon_cp_zh_05_016,icon_dj_cp_zh_05_016
904617,《鹊华秋色图》,赵孟頫《鹊华秋色图》，凭记忆画济南秋景送友人乡愁，画的是济南的景，用的是江南的笔——钱塘雅集专属,1,4,6,2,3,6,192600,80,21,icon_cp_zh_06_017,icon_dj_cp_zh_06_017
904517,《周庄》,吴冠中《周庄》，水乡全景，常列上海外滩近现代书画专场的海派重点拍品——沪上风云专属,1,4,5,3,2,6,52740,22,6,icon_cp_zh_05_017,icon_dj_cp_zh_05_017
904618,《九州无事乐耕耘》,徐悲鸿《九州无事乐耕耘》，老农与耕牛撑起战后安耕之愿，放进沪上近现代大场，这类作品总有人先盯住，——沪上风云专属,1,4,6,3,3,9,256500,107,28,icon_cp_zh_06_018,icon_dj_cp_zh_06_018
904518,《瑞鹤图》,赵佶《瑞鹤图》，群鹤翔集宣德门，属于北京宫廷书画专场的高热度题材——燕京御藏专属,1,4,5,2,3,6,39900,17,4,icon_cp_zh_05_018,icon_dj_cp_zh_05_018
904619,《百骏图》,郎世宁《百骏图》，清宫长卷，中西融合笔法常居北京宫廷旧藏专场前列——燕京御藏专属,1,4,6,2,4,8,315400,131,35,icon_cp_zh_06_019,icon_dj_cp_zh_06_019
904519,《桃源图》,张大千《桃源图》，泼彩山水横幅，画出桃花源找不到的感觉，在香港拍卖场以高额成交——香江竞逐专属,1,4,5,3,2,6,38070,16,4,icon_cp_zh_05_019,icon_dj_cp_zh_05_019
904620,《曲腿裸女》,常玉《曲腿裸女》，竖幅油画，极简线条里留着巴黎孤冷气，一幅裸女以近两亿港元成交。——香江竞逐专属,1,4,6,2,2,4,195400,81,21,icon_cp_zh_06_020,icon_dj_cp_zh_06_020
904520,米开朗基罗手稿,文艺复兴大师人体素描手稿，稀有度足够撑起霓城之巅的封面级图录——霓城之巅专属,1,4,5,1,2,2,20970,9,2,icon_cp_zh_05_020,icon_dj_cp_zh_05_020
904621,《救世主》,达·芬奇《救世主》，已知仍可交易的最后一幅私人持有达·芬奇，足够压住霓城之巅整场气口——霓城之巅专属,1,4,6,2,2,4,173100,72,19,icon_cp_zh_06_021,icon_dj_cp_zh_06_021
905111,碎珊瑚屑,破碎珊瑚碎屑，小碎片，海洋生物残骸。无收藏价值,1,5,1,1,1,1,131,0,0,icon_cp_hs_01_011,icon_dj_cp_hs_01_011
905112,贝币化石,小型贝壳印痕化石，小贝壳。贝壳本身已溶化，围岩上只剩一枚印痕，像时间的拓片,1,5,1,1,1,1,117,0,0,icon_cp_hs_01_012,icon_dj_cp_hs_01_012
905113,碎石结核,泥质结核，小石球，沉积岩中常见的球形结构。不是化石，就是凝结的石头,1,5,1,1,1,1,109,0,0,icon_cp_hs_01_013,icon_dj_cp_hs_01_013
905211,腕足化石,完整腕足壳体，宽扁壳体，古生代海洋。腕足动物长得像贝壳但不是贝壳，是独立的一个动物门,1,5,2,2,1,2,390,0,0,icon_cp_hs_02_011,icon_dj_cp_hs_02_011
905212,方解石晶簇,方解石晶体簇，晶簇块，晶面反光。晶簇像一片微缩的水晶森林，每一根晶柱都是天然的几何体,1,5,2,2,2,4,836,0,0,icon_cp_hs_02_012,icon_dj_cp_hs_02_012
905213,菊花石,"天然菊花状放射纹理奇石，圆石板。不是植物化石——是矿物结晶形成的天然图案，每一朵""菊花""都是独一无二的",1,5,2,2,2,4,686,0,0,icon_cp_hs_02_013,icon_dj_cp_hs_02_013
905311,完整直角石,完整直角石化石，长条锥形，古生代海洋。壳是直的，不是卷的——直角石是菊石的远古祖先,1,5,3,1,3,3,1543,0,0,icon_cp_hs_03_011,icon_dj_cp_hs_03_011
905312,海胆化石,完整海胆壳化石，刺座清晰，圆球形。海胆是棘皮动物，和海星海参同门。刺座密度决定身价,1,5,3,3,2,6,2565,0,0,icon_cp_hs_03_012,icon_dj_cp_hs_03_012
905313,钟乳石切片,钟乳石横切片，扁圆片，可见年轮状生长纹。一片切片就是一部缩微的洞穴历史——每一圈生长纹需要数百年才形成,1,5,3,2,1,2,1670,0,0,icon_cp_hs_03_013,icon_dj_cp_hs_03_013
905411,狼鳍鱼化石,完整狼鳍鱼化石骨骼细节清晰，最常见的古鱼化石每个古生物学生都挖到过,1,5,4,2,2,4,9111,0,0,icon_cp_hs_04_011,icon_dj_cp_hs_04_011
905412,沙漠玫瑰,沙漠玫瑰石膏晶簇花朵状造型，非化石是矿物在沙漠中开出的花,1,5,4,2,2,4,9193,0,0,icon_cp_hs_04_012,icon_dj_cp_hs_04_012
905413,恐龙羽毛碎片,恐龙羽毛印痕化石碎片，羽毛纹路清晰热河生物群远古信物,1,5,4,1,2,2,4287,0,0,icon_cp_hs_04_013,icon_dj_cp_hs_04_013
905511,恐龙皮肤印痕,恐龙皮肤鳞片排列如编织的印痕化石，皮烂了但泥上按出的印记还在,1,5,5,2,1,2,20660,9,2,icon_cp_hs_05_011,icon_dj_cp_hs_05_011
905512,菊石群板,大量菊石密集共生在同一石板，群集死亡被沉积物覆盖的罕见埋藏,1,5,5,2,3,6,42120,18,5,icon_cp_hs_05_012,icon_dj_cp_hs_05_012
905513,鱼眼石晶簇,鱼眼石柱状晶体无色至淡粉，印度普纳出产的晶体像鱼眼睛的矿物,1,5,5,1,1,1,14010,6,2,icon_cp_hs_05_013,icon_dj_cp_hs_05_013
905606,超大玛瑙晶洞,巨型玛瑙晶洞外壳粗糙内部紫色水晶密布，从普通石头砸开变水晶洞穴,1,5,6,2,2,4,165600,69,18,icon_cp_hs_06_006,icon_dj_cp_hs_06_006
905607,蓝锥矿晶体,蓝锥矿蓝紫色双锥晶体紫外线荧光明亮，全世界只有美国加州一个产地,1,5,6,1,1,1,135200,56,15,icon_cp_hs_06_007,icon_dj_cp_hs_06_007
905608,伯吉斯页岩化石,加拿大伯吉斯页岩寒武纪化石板，保存软躯体连肠子和眼睛都留下了,1,5,6,2,2,4,762000,318,84,icon_cp_hs_06_008,icon_dj_cp_hs_06_008
905609,马门溪龙骨架,重庆合川马门溪龙长22米超长脖子，侏罗纪蜥脚类恐龙中国古生物标志品种,1,5,6,4,4,16,689600,287,76,icon_cp_hs_06_009,icon_dj_cp_hs_06_009
905514,马坝人头骨,广东韶关马坝人早期智人头骨眉脊粗壮，华南最早古人类证明岭南也是人类起源地——羊城拾光专属,1,5,5,2,2,4,36770,15,4,icon_cp_hs_05_014,icon_dj_cp_hs_05_014
905610,岭南恐龙蛋窝,广东岭南一窝恐龙蛋大方板，恐龙妈妈最后一次产卵记录后再也没有回来——羊城拾光专属,1,5,6,3,3,9,344200,143,38,icon_cp_hs_06_010,icon_dj_cp_hs_06_010
905515,建德菊石群,浙江建德菊石群板横宽展开，中生代地层里藏着一个消失了的海洋世界——钱塘雅集专属,1,5,5,3,2,6,45670,19,5,icon_cp_hs_05_015,icon_dj_cp_hs_05_015
905611,缙云恐龙足迹,浙江缙云恐龙足迹石板三趾清晰，八千万年后脚印比恐龙的骨头先被发现——钱塘雅集专属,1,5,6,3,3,9,350100,146,39,icon_cp_hs_06_011,icon_dj_cp_hs_06_011
905516,斑彩菊石,斑彩菊石圆盘形虹彩光泽，壳壁亿万年压缩变出光谱，沪上矿物市场亚洲最大集散地——沪上风云专属,1,5,5,2,2,4,29490,12,3,icon_cp_hs_05_016,icon_dj_cp_hs_05_016
905612,始祖鸟化石,德国索尔恩霍芬始祖鸟有牙齿有翅膀有羽毛有尾巴，恐龙变鸟的中间截图，沪上拍场全球藏家焦点——沪上风云专属,1,5,6,3,2,6,261600,109,29,icon_cp_hs_06_012,icon_dj_cp_hs_06_012
905517,肿骨鹿角,肿骨鹿角化石北京周口店出，北京猿人菜单上最常见的一道被吃了几十万年的菜——燕京御藏专属,1,5,5,1,3,3,27740,12,3,icon_cp_hs_05_017,icon_dj_cp_hs_05_017
905613,顾氏小盗龙,辽宁热河生物群顾氏小盗龙四翼恐龙，前翅后翅皆覆飞羽恐龙向鸟演化的铁证——燕京御藏专属,1,5,6,3,3,9,239200,100,26,icon_cp_hs_06_013,icon_dj_cp_hs_06_013
905518,缅甸琥珀蜥蜴,缅甸琥珀含蜥蜴脚爪，透明包裹体清楚可见，像把白垩纪的一瞬间封进掌心——香江竞逐专属,1,5,5,1,1,1,14250,6,2,icon_cp_hs_05_018,icon_dj_cp_hs_05_018
905614,腔棘鱼化石,腔棘鱼化石轮廓完整，灭绝旧说被1938年活体发现推翻，香江活化石级标本——香江竞逐专属,1,5,6,2,3,6,241600,101,27,icon_cp_hs_06_014,icon_dj_cp_hs_06_014
905519,微网虫化石,微网虫化石，寒武纪稀有生物，放进霓城之巅也足够惹人围观——霓城之巅专属,1,5,5,2,2,4,34120,14,4,icon_cp_hs_05_019,icon_dj_cp_hs_05_019
905615,邓氏鱼化石,邓氏鱼化石，骨板像闸刀一样合拢，放进霓城之巅也一样够狠——霓城之巅专属,1,5,6,3,3,9,338400,141,37,icon_cp_hs_06_015,icon_dj_cp_hs_06_015
906111,速溶咖啡,普通速溶咖啡，小罐，日常饮品。最普通的提神饮料，无收藏价值,1,6,1,1,1,1,121,0,0,icon_cp_ml_01_011,icon_dj_cp_ml_01_011
906112,粗梗碎茶,茶梗碎末混合，散装袋。茶叶加工的下脚料，无品饮价值,1,6,1,1,1,1,134,0,0,icon_cp_ml_01_012,icon_dj_cp_ml_01_012
906113,散装啤酒,散装生啤，啤酒杯，日常饮品。最寻常的啤酒，无收藏价值,1,6,1,1,2,2,221,0,0,icon_cp_ml_01_013,icon_dj_cp_ml_01_013
906211,五年女儿红,五年陈绍兴女儿红，酒体尚浅，已初具陈酿风味。入门级黄酒，再放十年就是另一种东西了,1,6,2,1,2,2,395,0,0,icon_cp_ml_02_011,icon_dj_cp_ml_02_011
906212,正山小种,福建正山小种红茶，松烟香桂圆味。松木熏制是世界红茶的鼻祖工艺，烟熏渗透茶叶后与甜味结合,1,6,2,1,1,1,312,0,0,icon_cp_ml_02_012,icon_dj_cp_ml_02_012
906213,清香白酒,清香型纯粮白酒，白酒瓶，清蒸清烧。高粱为料，入口清爽不拖泥带水，纯粮酿造,1,6,2,3,5,15,1821,0,0,icon_cp_ml_02_013,icon_dj_cp_ml_02_013
906311,十五年白毫银针,十五年陈白毫银针，茶饼，白茶中的珍品。只取芽头满披白毫，陈化后毫香转药香，茶汤从浅黄转为琥珀,1,6,3,1,1,1,928,0,0,icon_cp_ml_03_011,icon_dj_cp_ml_03_011
906312,二十年越龙陈酿,二十年越龙陈酿，绍兴黄酒标杆，半干型花雕。酒体醇厚陈香浓郁，酒液在坛中逐年挥发浓缩——每多放一年浓度就高一分,1,6,3,2,2,4,2403,0,0,icon_cp_ml_03_012,icon_dj_cp_ml_03_012
906313,浓香白酒,浓香型纯粮白酒，白酒瓶，窖池发酵。高粱为主料，入口绵甜香气浓郁，纯粮酿造,1,6,3,3,5,15,5694,0,0,icon_cp_ml_03_013,icon_dj_cp_ml_03_013
906411,红印圆茶,五十年代红印普洱圆茶，普洱茶中的传奇。红色八中茶字印记是印级茶时代的开篇，红印之后才有绿印黄印蓝印,1,6,4,3,2,6,13530,0,0,icon_cp_ml_04_011,icon_dj_cp_ml_04_011
906412,五谷陈酿老酒,五谷陈酿浓香老酒五种粮食比例核心机密，喷香浓郁入口甘美占了一个多世纪商业秘密,1,6,4,3,5,15,16680,0,0,icon_cp_ml_04_012,icon_dj_cp_ml_04_012
906413,百年老枞水仙,武夷山百年老枞水仙，岩茶中的老枞之味。树龄超百年，木质味和苔藓味是标志性风味，树龄越老越明显,1,6,4,1,1,1,2936,0,0,icon_cp_ml_04_013,icon_dj_cp_ml_04_013
906511,中茶黄印,五十年代中茶黄印圆茶印级茶代表，包装纸黄色那批刚好最值钱不是黄色最好是存的刚好最多,1,6,5,1,2,2,21990,9,2,icon_cp_ml_05_011,icon_dj_cp_ml_05_011
906512,麦序18年单麦,麦序18年单麦，雪莉桶甜香和木调收得老练，属于一开瓶就让人安心的那类老牌酒,1,6,5,1,2,2,17590,7,2,icon_cp_ml_05_012,icon_dj_cp_ml_05_012
906513,益韵班章茶,益韵班章茶，班章古树料的猛劲被收得更顺，第一口就知道这茶不是走温和路线的,1,6,5,1,1,1,14490,6,2,icon_cp_ml_05_013,icon_dj_cp_ml_05_013
906607,路皇干邑,路皇干邑，百年老基酒慢慢托出木香和厚味，喝到嘴里像把时间直接抿进去了,1,6,6,2,2,4,401000,167,44,icon_cp_ml_06_007,icon_dj_cp_ml_06_007
906608,麦序1926单麦,麦序1926单一麦芽威士忌，雪莉桶陈年近六十年，威士忌市场的传说瓶,1,6,6,1,2,2,235900,98,26,icon_cp_ml_06_008,icon_dj_cp_ml_06_008
906609,益韵珍藏茶,益韵珍藏茶，勐海茶厂顶级拼配配方，限量发行。用最好的茶菁做最少的量——每一批的数量都写在包装上，从不重印,1,6,6,1,1,1,69970,29,8,icon_cp_ml_06_009,icon_dj_cp_ml_06_009
906514,新会陈皮老茶,新会陈皮配老茶陈香果香交融，广东人七百年陈皮泡茶习惯加了好喝更添岭南养身之道——羊城拾光专属,1,6,5,1,1,1,10620,4,1,icon_cp_ml_05_014,icon_dj_cp_ml_05_014
906610,荔枝湾百年果酒,广州荔枝湾百年果酒酒坛形，西关最古老的荔枝树下酿酒的人和喝醉的人都在同一树荫下——羊城拾光专属,1,6,6,2,2,4,176700,74,19,icon_cp_ml_06_010,icon_dj_cp_ml_06_010
906515,御前龙井明前茶,钱塘龙井御前十八棵明前头采，十八棵树一年采不够十斤不够分才是贡品最重要的属性——钱塘雅集专属,1,6,5,1,1,1,12870,5,1,icon_cp_ml_05_015,icon_dj_cp_ml_05_015
906611,绍兴花雕原坛,绍兴百年花雕原坛，泥封未启，江南酒窖里睡满一个世纪——钱塘雅集专属,1,6,6,2,2,4,142700,59,16,icon_cp_ml_06_011,icon_dj_cp_ml_06_011
906516,裕醇干红,裕醇解百纳干红，百年酒庄酿造工艺。三珠混酿在沪上西餐酒单里最常见，果香浓郁单宁柔和——沪上风云专属,1,6,5,1,2,2,16390,7,2,icon_cp_ml_05_016,icon_dj_cp_ml_05_016
906612,诗爵陈酿干邑,诗爵陈酿干邑，以创始家族传承为卖点，老酒基调在沪上夜场最吃香——沪上风云专属,1,6,6,1,2,2,107000,45,12,icon_cp_ml_06_012,icon_dj_cp_ml_06_012
906517,长白山野山参酒,长白山野山参浸入白酒体完整，北方滋补佳酿燕京宫廷贡品——燕京御藏专属,1,6,5,1,2,2,19990,8,2,icon_cp_ml_05_017,icon_dj_cp_ml_05_017
906613,御赐金华酒,明清两代御用贡酒金华酒，皇帝赐酒大臣摆香案接旨再开的北京宫廷贡酒制度——燕京御藏专属,1,6,6,2,2,4,149500,62,16,icon_cp_ml_06_013,icon_dj_cp_ml_06_013
906518,诗爵杯莫停干邑,诗爵陈年干邑，香江酒桌上的常客，杯子一空就有人替你续上——香江竞逐专属,1,6,5,1,2,2,18790,8,2,icon_cp_ml_05_018,icon_dj_cp_ml_05_018
906614,麦序创世纪单麦,小麦序72年超高龄威士忌橡木桶住了72年比多数人寿命长，香港亚洲最大威士忌拍卖市场的香江标配——香江竞逐专属,1,6,6,1,2,2,111000,46,12,icon_cp_ml_06_014,icon_dj_cp_ml_06_014
906519,清宫普洱茶膏,清代宫廷普洱茶膏，把几十斤茶压进一小块，放进霓城之巅也足够稀罕——霓城之巅专属,1,6,5,1,1,1,13000,5,1,icon_cp_ml_05_019,icon_dj_cp_ml_05_019
906615,龄酿40年威士忌,龄酿40年威士忌，老酒彼此托住层次，放进霓城之巅的压轴酒局也照样稳——霓城之巅专属,1,6,6,1,2,2,97960,41,11,icon_cp_ml_06_015,icon_dj_cp_ml_06_015
902625,江山永固·金杯,乾隆金瓯永固杯嵌宝鎏金，元旦开笔御用乾隆亲自审定设计,1,2,6,2,2,4,20260000,8442,2200,icon_cp_zb_06_025,icon_dj_cp_zb_06_025
901621,十二生肖兽首·鼠,圆明园十二兽首·鼠首，海晏堂水力钟构件。2013年由法国皮诺家族与兔首一同捐赠归国,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_021,icon_dj_cp_gd_06_021
901622,十二生肖兽首·牛,圆明园十二兽首·牛首，海晏堂水力钟构件。2000年香港拍卖后捐赠归国,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_022,icon_dj_cp_gd_06_022
901623,十二生肖兽首·虎,圆明园十二兽首·虎首，海晏堂水力钟构件。2000年与牛首猴首一同回归,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_023,icon_dj_cp_gd_06_023
901624,十二生肖兽首·兔,圆明园十二兽首·兔首，海晏堂水力钟构件。2013年由法国藏家捐赠归国,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_024,icon_dj_cp_gd_06_024
901625,十二生肖兽首·龙,圆明园十二兽首·龙首，海晏堂水力钟构件。至今下落不明,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_025,icon_dj_cp_gd_06_025
901626,十二生肖兽首·蛇,圆明园十二兽首·蛇首，海晏堂水力钟构件。至今下落不明,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_026,icon_dj_cp_gd_06_026
901627,十二生肖兽首·马,圆明园十二兽首·马首，海晏堂水力钟构件。2007年澳门拍卖后捐赠归国,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_027,icon_dj_cp_gd_06_027
901628,十二生肖兽首·羊,圆明园十二兽首·羊首，海晏堂水力钟构件。至今下落不明,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_028,icon_dj_cp_gd_06_028
901629,十二生肖兽首·猴,圆明园十二兽首·猴首，海晏堂水力钟构件。2000年与牛首虎首一同回归,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_029,icon_dj_cp_gd_06_029
901630,十二生肖兽首·鸡,圆明园十二兽首·鸡首，海晏堂水力钟构件。至今下落不明,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_030,icon_dj_cp_gd_06_030
901631,十二生肖兽首·狗,圆明园十二兽首·狗首，海晏堂水力钟构件。至今下落不明,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_031,icon_dj_cp_gd_06_031
901632,十二生肖兽首·猪,圆明园十二兽首·猪首，海晏堂水力钟构件。2003年由澳门藏家捐赠归国,1,1,6,2,2,4,800000,333,88,icon_cp_gd_06_032,icon_dj_cp_gd_06_032
901633,后母戊鼎,商代青铜鼎王，832公斤世界之最，三千年前协同铸造奇迹,1,1,6,3,3,9,880000,367,97,icon_cp_gd_06_033,icon_dj_cp_gd_06_033
901634,四羊方尊,商代青铜酒器，一器四羊造型无双，历史课本C位,1,1,6,3,2,6,880000,367,97,icon_cp_gd_06_034,icon_dj_cp_gd_06_034
901635,毛公鼎,西周毛公鼎，内壁铭文497字，迄今铭文最长的青铜器，兼具礼器与文献双重价值——一部铸在铜上的西周文献,1,1,6,2,2,4,880000,367,97,icon_cp_gd_06_035,icon_dj_cp_gd_06_035
901636,大盂鼎,西周大盂鼎，内壁铭文291字，周初分封与禁酒制度的关键实物证据——一段铭文直接对照一本《尚书》,1,1,6,2,2,4,880000,367,97,icon_cp_gd_06_036,icon_dj_cp_gd_06_036
902626,库里南钻石,库里南钻石，3106克拉原石，切割出九颗王室名钻——切割师落刀前据说紧张到昏了过去,1,2,6,2,2,4,860000,358,95,icon_cp_zb_06_026,icon_dj_cp_zb_06_026
902627,光之山钻石,光之山钻石，105克拉古老名钻——一颗钻石上写着四个帝国的名字,1,2,6,2,2,4,860000,358,95,icon_cp_zb_06_027,icon_dj_cp_zb_06_027
902628,希望蓝钻,45.52克拉传奇蓝钻，诅咒传说让每一任拥有者以各种方式失去它,1,2,6,2,2,4,860000,358,95,icon_cp_zb_06_028,icon_dj_cp_zb_06_028
902629,摄政王钻石,摄政王钻石，140克拉法国王室名钻，曾镶嵌于三顶王冠和一把御剑——在君主制和帝国之间切换了三次,1,2,6,2,2,4,860000,358,95,icon_cp_zb_06_029,icon_dj_cp_zb_06_029
902630,奥尔洛夫钻石,奥尔洛夫钻石，189克拉古印度名钻——从神庙神像的眼中走到俄国女皇的权杖顶端,1,2,6,2,2,4,860000,358,95,icon_cp_zb_06_030,icon_dj_cp_zb_06_030
903615,景泰蓝宝瓶,景泰蓝宝瓶，铜胎掐丝珐琅——一件景泰蓝，十箱官窑器,1,3,6,1,2,2,750000,313,83,icon_cp_sp_06_015,icon_dj_cp_sp_06_015
903616,玉雕山子,玉雕山子，整块玉石随形就势雕刻山水人物——每次下刀都是不可逆的,1,3,6,3,2,6,750000,313,83,icon_cp_sp_06_016,icon_dj_cp_sp_06_016
903617,牙雕笔筒,牙雕笔筒，鬼斧神工毫厘之间见真章——圆筒壁上可以雕出数十个人物,1,3,6,1,2,2,750000,313,83,icon_cp_sp_06_017,icon_dj_cp_sp_06_017
903618,雕漆圆盒,雕漆圆盒，百里千刀一斤漆——百层大漆叠加后以刻刀逐层下切,1,3,6,1,1,1,750000,313,83,icon_cp_sp_06_018,icon_dj_cp_sp_06_018
903619,金漆镶嵌插屏,"金漆镶嵌插屏，金漆为底嵌螺钿玉石百宝——用不同材质的光泽构成一幅""材质绘画""",1,3,6,3,4,12,750000,313,83,icon_cp_sp_06_019,icon_dj_cp_sp_06_019
903620,花丝嵌宝凤冠,花丝嵌宝凤冠，细金工艺燕京八绝之首——金丝拉到比头发还细再编织成凤凰的每一根羽毛,1,3,6,2,2,4,750000,313,83,icon_cp_sp_06_020,icon_dj_cp_sp_06_020
903621,宫毯,宫毯，经纬之间锦绣乾坤——每一根绒线都由工匠手工绕结在经线上再切断,1,3,6,5,3,15,750000,313,83,icon_cp_sp_06_021,icon_dj_cp_sp_06_021
903622,京绣屏风,京绣屏风，一针一线尽显皇家气派——用刺绣替代绘画在空间中的角色,1,3,6,3,4,12,750000,313,83,icon_cp_sp_06_022,icon_dj_cp_sp_06_022
904622,《兰亭序》,《兰亭序》，王羲之于东晋永和九年兰亭雅集乘兴挥毫而成，被奉为天下第一行书，真迹已随唐太宗入葬,1,4,6,2,2,4,890000,371,98,icon_cp_zh_06_022,icon_dj_cp_zh_06_022
904623,《祭侄文稿》,《祭侄文稿》，天下第二行书，颜真卿悲愤之下满篇涂改乃草稿真实的泪水,1,4,6,2,2,4,890000,371,98,icon_cp_zh_06_023,icon_dj_cp_zh_06_023
904624,《寒食帖》,《寒食帖》，苏轼谪居黄州时所作诗帖，天下第三行书——一笔一划都在情绪失控的边缘,1,4,6,2,2,4,890000,371,98,icon_cp_zh_06_024,icon_dj_cp_zh_06_024
904625,《曹全碑》,《曹全碑》，东汉隶书名碑，秀逸端整——汉隶中美的一路,1,4,6,2,3,6,720000,300,79,icon_cp_zh_06_025,icon_dj_cp_zh_06_025
904626,《乙瑛碑》,《乙瑛碑》，东汉礼制碑刻名作——隶书从古拙走向规整的转折点,1,4,6,2,3,6,720000,300,79,icon_cp_zh_06_026,icon_dj_cp_zh_06_026
904627,《礼器碑》,《礼器碑》，东汉碑刻中书法水平最高的一通——笔画瘦劲如铁画银钩,1,4,6,2,3,6,720000,300,79,icon_cp_zh_06_027,icon_dj_cp_zh_06_027
904628,《张迁碑》,《张迁碑》，东汉碑刻雄浑朴厚——笔画像凿石一样粗重有力,1,4,6,2,3,6,720000,300,79,icon_cp_zh_06_028,icon_dj_cp_zh_06_028
905616,寿山田黄石章,寿山田黄石章，石中帝王——好的田黄放在手心会自生温暖，黄金易得田黄难求,1,5,6,2,2,4,760000,317,84,icon_cp_hs_06_016,icon_dj_cp_hs_06_016
