藏品ID,名称,轮廓,价值,品质,品类,描述,图标资源ID
905201,石灰岩贝印,3×2（6格）,876,绿品,化石,石灰岩上模糊贝类印痕，双壳类生物遗迹,icon_cp_hs_02_001
905202,碎石化石,2×2（4格）,797,绿品,化石,普通化石碎块残破到连专家也摇头，无收藏价值,icon_cp_hs_02_002
905203,贝壳化石,2×2（4格）,899,绿品,化石,常见贝壳化石存世量大，标本级入门品,icon_cp_hs_02_003
905204,植物化石,2×2（4格）,1656,绿品,化石,普通植物印痕叶子轮廓清晰，蕨类或裸子叶片,icon_cp_hs_02_004
905205,鱼骨化石,1×2（2格）,404,绿品,化石,鱼骨化石，骨骼排列清晰，常见品种,icon_cp_hs_02_005
905206,虫迹化石,1×2（2格）,422,绿品,化石,虫类爬行痕迹弯曲细长，古生物活动遗迹佐证,icon_cp_hs_02_006
905207,碎螺壳,2×1（2格）,473,绿品,化石,常见螺壳，纹路清晰，形态完整,icon_cp_hs_02_007
905208,粗晶石英簇,1×1（1格）,557,绿品,化石,工业级石英簇晶体粗糙，内含杂质较多量大常见,icon_cp_hs_02_008
905209,太湖石碎块,1×1（1格）,296,绿品,化石,太湖石碎片略有漏透感，瘦皱漏透四字只占半字,icon_cp_hs_02_009
905210,鹅卵石化石,1×1（1格）,325,绿品,化石,形似化石的普通鹅卵石光滑圆润，常让外行误认,icon_cp_hs_02_010
905211,腕足化石,2×1（2格）,390,绿品,化石,完整腕足壳体，宽扁壳体，古生代海洋。腕足动物长得像贝壳但不是贝壳，是独立的一个动物门,icon_cp_hs_02_011
905212,方解石晶簇,2×2（4格）,836,绿品,化石,方解石晶体簇，晶簇块，晶面反光。晶簇像一片微缩的水晶森林，每一根晶柱都是天然的几何体,icon_cp_hs_02_012
905213,菊花石,2×2（4格）,686,绿品,化石,"天然菊花状放射纹理奇石，圆石板。不是植物化石——是矿物结晶形成的天然图案，每一朵""菊花""都是独一无二的",icon_cp_hs_02_013
905301,三叶虫碎片,2×2（4格）,4827,蓝品,化石,三叶虫头尾残片复眼可见，入门级古生代化石,icon_cp_hs_03_001
905302,螺化石,2×2（4格）,2745,蓝品,化石,古代螺类化石壳层纹清晰，旋绕完整表面有风化,icon_cp_hs_03_002
905303,珊瑚化石,1×3（3格）,2248,蓝品,化石,古代珊瑚蜂窝状结构明显，常见品种表面钙质沉积,icon_cp_hs_03_003
905304,昆虫化石残件,1×3（3格）,3849,蓝品,化石,昆虫化石完整，翅膀轮廓清晰，入门收藏级,icon_cp_hs_03_004
905305,木化石小块,3×1（3格）,2210,蓝品,化石,硅化木小块年轮纹理清楚，纤维已被二氧化硅替代,icon_cp_hs_03_005
905306,完整三叶虫,2×1（2格）,1169,蓝品,化石,完整三叶虫头胸尾齐全卷曲姿态，收藏入门精品,icon_cp_hs_03_006
905307,大型螺化石,2×1（2格）,2728,蓝品,化石,大型古生代螺形态完整，壳口清晰螺旋纹上有生长线,icon_cp_hs_03_007
905308,完整昆虫化石,1×1（1格）,974,蓝品,化石,昆虫完整躯体翅膀展开触角足部细节清晰,icon_cp_hs_03_008
905309,萤石晶簇,1×1（1格）,722,蓝品,化石,蓝绿色萤石晶簇紫外光下晶莹剔透，矿物收藏入门,icon_cp_hs_03_009
905310,小型灵璧石,1×1（1格）,1705,蓝品,化石,灵璧石小件，击之有声如磬。瘦皱漏透，敲一声就知道是不是真货,icon_cp_hs_03_010
905311,完整直角石,1×3（3格）,1543,蓝品,化石,完整直角石化石，长条锥形，古生代海洋。壳是直的，不是卷的——直角石是菊石的远古祖先,icon_cp_hs_03_011
905312,海胆化石,3×2（6格）,2565,蓝品,化石,完整海胆壳化石，刺座清晰，圆球形。海胆是棘皮动物，和海星海参同门。刺座密度决定身价,icon_cp_hs_03_012
905313,钟乳石切片,2×1（2格）,1670,蓝品,化石,钟乳石横切片，扁圆片，可见年轮状生长纹。一片切片就是一部缩微的洞穴历史——每一圈生长纹需要数百年才形成,icon_cp_hs_03_013
905401,恐龙牙齿化石,2×4（8格）,12820,紫品,化石,恐龙牙齿化石，完整锋利，牙釉质光泽保存了亿万年。化石收藏里人气最高的品类,icon_cp_hs_04_001
905402,猛犸象牙碎片,3×4（12格）,17240,紫品,化石,猛犸象牙碎片，纹理清晰，距今约一万年。西伯利亚冻土里挖出的象牙纹理保存完好,icon_cp_hs_04_002
905403,三叶虫王冠虫,2×2（4格）,7289,紫品,化石,稀有品种三叶虫王冠虫，品相顶级，古生代海洋。头部王冠状结构，两万种三叶虫里数它最贵,icon_cp_hs_04_003
905404,琥珀昆虫内含物,2×2（4格）,16230,紫品,化石,天然虫珀，内含完整昆虫，白垩纪至第三纪。树脂滴落时恰好裹住一只虫，千万年后翅膀纹路清晰如初,icon_cp_hs_04_004
905405,恐龙蛋碎片,2×2（4格）,7454,紫品,化石,恐龙蛋破碎壳体，纹理清晰，白垩纪。完整的恐龙蛋极少见，蛋壳碎片是入门级收藏,icon_cp_hs_04_005
905406,海百合化石群,1×3（3格）,6602,紫品,化石,远古海百合群落化石，群体保存。海百合是长得像花的海洋动物——不是植物，和现代海洋里的海星海参是近亲,icon_cp_hs_04_006
905407,史前龟甲化石,3×1（3格）,6068,紫品,化石,完整龟甲化石，甲片纹路清晰，年代久远。龟壳是化石中最容易保存完整的结构——天生一副防护装甲,icon_cp_hs_04_007
905408,紫水晶洞切片,1×2（2格）,9452,紫品,化石,紫水晶洞切片，晶粒饱满，颜色浓紫。亿万年前含硅热液灌注岩洞，冷却结晶为紫色晶簇。切开后每一片都是独一无二的,icon_cp_hs_04_008
905409,雨花石精品,1×2（2格）,5310,紫品,化石,南京雨花石精品，石内纹理天然成像。长江水冲千万年磨圆的石头，切开后里面的纹理像一幅画,icon_cp_hs_04_009
905410,菊石完整壳体,1×1（1格）,6029,紫品,化石,完整菊石化石，壳体缝合线花纹艳丽。菊石和现代鹦鹉螺是近亲——每种菊石的花纹都是独一无二的指纹,icon_cp_hs_04_010
905411,狼鳍鱼化石,2×2（4格）,9111,紫品,化石,完整狼鳍鱼化石骨骼细节清晰，最常见的古鱼化石每个古生物学生都挖到过,icon_cp_hs_04_011
905412,沙漠玫瑰,2×2（4格）,9193,紫品,化石,沙漠玫瑰石膏晶簇花朵状造型，非化石是矿物在沙漠中开出的花,icon_cp_hs_04_012
905413,恐龙羽毛碎片,1×2（2格）,4287,紫品,化石,恐龙羽毛印痕化石碎片，羽毛纹路清晰热河生物群远古信物,icon_cp_hs_04_013
905501,霸王龙化石,3×2（6格）,40350,橙品,化石,白垩纪霸王龙牙齿残件，长30厘米锋利如剃刀边缘带锯齿,icon_cp_hs_05_001
905502,灵璧石·听风,1×3（3格）,23740,橙品,化石,安徽灵璧文人赏石叩击有金属声，宋代贡石四大名石之首瘦皱漏透,icon_cp_hs_05_002
905503,铲齿象鼻化石,1×4（4格）,33460,橙品,化石,中新世铲齿象下颌铲形门齿，千多万年前挖水草吃的古象,icon_cp_hs_05_003
905504,和田玉籽料原石,1×1（1格）,25330,橙品,化石,新疆和田玉籽料原石留有皮色，万年河水磨圆的顶级玉料,icon_cp_hs_05_004
905505,喜马拉雅鱼龙,2×4（8格）,63130,橙品,化石,西藏出土鱼龙脊椎骨，证明青藏高原曾是海洋如今成了世界屋脊,icon_cp_hs_05_005
905506,澄江奇虾化石,2×4（8格）,62050,橙品,化石,寒武纪奇虾体长1米顶级掠食者，5.18亿年前海洋最可怕的怪物,icon_cp_hs_05_006
905507,猛犸象化石,1×1（1格）,11570,橙品,化石,西伯利亚猛犸象牙齿冠纹理完整，冰河长毛象的古老象牙,icon_cp_hs_05_007
905508,完整恐龙蛋,2×4（8格）,64750,橙品,化石,完整未孵化恐龙蛋壳面密布细纹，恐龙走了蛋留下了的远古遗存,icon_cp_hs_05_008
905509,掠食者牙齿,2×1（2格）,40150,橙品,化石,顶级肉食动物牙齿化石齿尖锋利，它活着靠牙吃饭死后牙养三代藏家,icon_cp_hs_05_009
905510,虫珀完整蜥蜴,3×1（3格）,22140,橙品,化石,琥珀内完整蜥蜴四肢伸展卷尾，一亿年前被松脂定格的那一秒,icon_cp_hs_05_010
905511,恐龙皮肤印痕,2×1（2格）,20660,橙品,化石,恐龙皮肤鳞片排列如编织的印痕化石，皮烂了但泥上按出的印记还在,icon_cp_hs_05_011
905512,菊石群板,2×3（6格）,42120,橙品,化石,大量菊石密集共生在同一石板，群集死亡被沉积物覆盖的罕见埋藏,icon_cp_hs_05_012
905513,鱼眼石晶簇,1×1（1格）,14010,橙品,化石,鱼眼石柱状晶体无色至淡粉，印度普纳出产的晶体像鱼眼睛的矿物,icon_cp_hs_05_013
905514,马坝人头骨,2×2（4格）,36770,橙品,化石,广东韶关马坝人早期智人头骨眉脊粗壮，华南最早古人类证明岭南也是人类起源地——羊城拾光专属,icon_cp_hs_05_014
905515,建德菊石群,3×2（6格）,45670,橙品,化石,浙江建德菊石群板横宽展开，中生代地层里藏着一个消失了的海洋世界——钱塘雅集专属,icon_cp_hs_05_015
905516,斑彩菊石,2×2（4格）,29490,橙品,化石,斑彩菊石圆盘形虹彩光泽，壳壁亿万年压缩变出光谱，沪上矿物市场亚洲最大集散地——沪上风云专属,icon_cp_hs_05_016
905517,肿骨鹿角,1×3（3格）,27740,橙品,化石,肿骨鹿角化石北京周口店出，北京猿人菜单上最常见的一道被吃了几十万年的菜——燕京御藏专属,icon_cp_hs_05_017
905518,缅甸琥珀蜥蜴,1×1（1格）,14250,橙品,化石,缅甸琥珀含蜥蜴脚爪，透明包裹体清楚可见，像把白垩纪的一瞬间封进掌心——香江竞逐专属,icon_cp_hs_05_018
905519,微网虫化石,2×2（4格）,34120,橙品,化石,微网虫化石，寒武纪稀有生物，放进霓城之巅也足够惹人围观——霓城之巅专属,icon_cp_hs_05_019
905601,东方剑齿象骨架,3×2（6格）,1275000,红品,化石,更新世东方剑齿象完整骨架，象牙粗壮向上弯曲完整拼出比挖到金子还难,icon_cp_hs_06_001
905602,翼龙化石,2×2（4格）,318000,红品,化石,中国翼龙翼膜骨骼印痕清晰，辽西热河生物群使中国成翼龙研究中心,icon_cp_hs_06_002
905603,巨齿鲨牙齿,2×2（4格）,190500,红品,化石,巨齿鲨牙齿三角形锯齿锋利，史前18米巨型鲨鱼牙齿比人手大,icon_cp_hs_06_003
905604,铁陨石切片,2×2（4格）,155700,红品,化石,新疆铁陨石切片维德曼花纹清晰，外星铁独有的交叉条纹地球练不出,icon_cp_hs_06_004
905605,昌化鸡血石原石,1×1（1格）,66380,红品,化石,昌化鸡血石大红袍血色鲜红，印章石之王红色来自辰砂颗粒分布,icon_cp_hs_06_005
905606,超大玛瑙晶洞,2×2（4格）,165600,红品,化石,巨型玛瑙晶洞外壳粗糙内部紫色水晶密布，从普通石头砸开变水晶洞穴,icon_cp_hs_06_006
905607,蓝锥矿晶体,1×1（1格）,135200,红品,化石,蓝锥矿蓝紫色双锥晶体紫外线荧光明亮，全世界只有美国加州一个产地,icon_cp_hs_06_007
905608,伯吉斯页岩化石,2×2（4格）,762000,红品,化石,加拿大伯吉斯页岩寒武纪化石板，保存软躯体连肠子和眼睛都留下了,icon_cp_hs_06_008
905609,马门溪龙骨架,4×4（16格）,689600,红品,化石,重庆合川马门溪龙长22米超长脖子，侏罗纪蜥脚类恐龙中国古生物标志品种,icon_cp_hs_06_009
905610,岭南恐龙蛋窝,3×3（9格）,344200,红品,化石,广东岭南一窝恐龙蛋大方板，恐龙妈妈最后一次产卵记录后再也没有回来——羊城拾光专属,icon_cp_hs_06_010
905611,缙云恐龙足迹,3×3（9格）,350100,红品,化石,浙江缙云恐龙足迹石板三趾清晰，八千万年后脚印比恐龙的骨头先被发现——钱塘雅集专属,icon_cp_hs_06_011
905612,始祖鸟化石,3×2（6格）,261600,红品,化石,德国索尔恩霍芬始祖鸟有牙齿有翅膀有羽毛有尾巴，恐龙变鸟的中间截图，沪上拍场全球藏家焦点——沪上风云专属,icon_cp_hs_06_012
905613,顾氏小盗龙,3×3（9格）,239200,红品,化石,辽宁热河生物群顾氏小盗龙四翼恐龙，前翅后翅皆覆飞羽恐龙向鸟演化的铁证——燕京御藏专属,icon_cp_hs_06_013
905614,腔棘鱼化石,2×3（6格）,241600,红品,化石,腔棘鱼化石轮廓完整，灭绝旧说被1938年活体发现推翻，香江活化石级标本——香江竞逐专属,icon_cp_hs_06_014
905615,邓氏鱼化石,3×3（9格）,338400,红品,化石,邓氏鱼化石，骨板像闸刀一样合拢，放进霓城之巅也一样够狠——霓城之巅专属,icon_cp_hs_06_015
905616,寿山田黄石章,2×2（4格）,760000,红品,化石,寿山田黄石章，石中帝王——好的田黄放在手心会自生温暖，黄金易得田黄难求,icon_cp_hs_06_016
905617,青田石印章,2×2（4格）,760000,红品,化石,青田石印章，细润走刀爽利——刻刀推进时爽快不涩，刀石之间的对话感在所有印石中排第一,icon_cp_hs_06_017
905618,昌化鸡血石章,2×2（4格）,760000,红品,化石,昌化鸡血石章，石体含鲜红辰砂斑块如血渗透——大红袍级别的满红鸡血石极为珍贵,icon_cp_hs_06_018
905619,巴林石印章,2×2（4格）,760000,红品,化石,巴林石印章，色泽从乳白到鸡血红到墨绿——矿脉不同位置产出完全不同的色彩效果,icon_cp_hs_06_019
905620,翼手龙标本,3×2（6格）,830000,红品,化石,"翼手龙标本，最早被科学命名的翼龙类——1784年它的发现让欧洲科学界第一次面对""灭绝的飞行爬行动物""",icon_cp_hs_06_020
905621,无齿翼龙标本,3×2（6格）,830000,红品,化石,无齿翼龙标本，晚白垩纪北美飞行爬行动物，翼展七米——骨骼空心到体长七米却只重二十公斤,icon_cp_hs_06_021
905622,风神翼龙标本,3×2（6格）,830000,红品,化石,风神翼龙标本，已知最大飞行动物——翼展超十米，站立高度与长颈鹿相当,icon_cp_hs_06_022
905623,喙嘴翼龙标本,3×2（6格）,830000,红品,化石,"喙嘴翼龙标本，侏罗纪中小型翼龙——细长吻部长尾带尾舵，翼龙演化史中""有尾阶段""的代表",icon_cp_hs_06_023
905624,达尔文翼龙标本,3×2（6格）,830000,红品,化石,"达尔文翼龙标本，兼具早期翼龙的长尾和晚期翼龙的头冠——""演化在一只动物身上发生了一半""",icon_cp_hs_06_024
905625,古神翼龙标本,3×2（6格）,830000,红品,化石,古神翼龙标本，早白垩纪巴西翼龙——高耸头冠如骨质巨扇，见过一次就不会和任何翼龙搞混,icon_cp_hs_06_025
906101,过期瓶装茶,2×3（6格）,472,白品,茗酿,过期瓶装茶饮料标签褪色瓶底有沉淀，已过保质期三年,icon_cp_ml_01_001
906102,粗制散茶,1×1（1格）,257,白品,茗酿,市井粗茶无年份无包装，茶叶碎末混茎梗汤色浑浊,icon_cp_ml_01_002
906103,普通米酒,2×2（4格）,317,白品,茗酿,民间自酿米酒度数低口感淡，酒液乳白微酸,icon_cp_ml_01_003
906104,陈年碎茶末,2×1（2格）,192,白品,茗酿,陈年碎茶存放不当茶香尽散，只剩仓储气味,icon_cp_ml_01_004
906105,果酒残液,1×1（1格）,243,白品,茗酿,简易果酒，色泽淡粉，味道寡淡,icon_cp_ml_01_005
906106,散装粗酒,1×1（1格）,108,白品,茗酿,廉价散装白酒辛辣刺鼻，玻璃瓶装,icon_cp_ml_01_006
906107,老坛糟底酒,1×1（1格）,125,白品,茗酿,老坛底部糟酒浑浊带悬浮物，酿酒剩下的边角料,icon_cp_ml_01_007
906108,散装米酒,1×1（1格）,113,白品,茗酿,农家自酿米酒甜度偏高，存放时间不明无工艺可言,icon_cp_ml_01_008
906109,兑水白酒,1×2（2格）,164,白品,茗酿,廉价勾兑酒酒精味冲入口化工感，劣质白酒代表,icon_cp_ml_01_009
906110,茶渣干,1×1（1格）,137,白品,茗酿,泡过的茶叶晾干深褐色细碎，已无任何茶味,icon_cp_ml_01_010
906111,速溶咖啡,1×1（1格）,121,白品,茗酿,普通速溶咖啡，小罐，日常饮品。最普通的提神饮料，无收藏价值,icon_cp_ml_01_011
906112,粗梗碎茶,1×1（1格）,134,白品,茗酿,茶梗碎末混合，散装袋。茶叶加工的下脚料，无品饮价值,icon_cp_ml_01_012
906113,散装啤酒,1×2（2格）,221,白品,茗酿,散装生啤，啤酒杯，日常饮品。最寻常的啤酒，无收藏价值,icon_cp_ml_01_013
906201,瓶装黄酒,1×2（2格）,552,绿品,茗酿,超市常见黄酒调味为主，普通粮食酿造口感温和,icon_cp_ml_02_001
906202,陈年普洱散茶,1×1（1格）,583,绿品,茗酿,普通年份普洱散茶口粮级，汤色红亮但层次单一,icon_cp_ml_02_002
906203,三年陈绍兴黄酒,2×1（2格）,438,绿品,茗酿,基础款绍兴黄酒坛装，口感温和日常佐餐用酒,icon_cp_ml_02_003
906204,碧螺春新茶,1×2（2格）,528,绿品,茗酿,当年新碧螺春一芽一叶，清香淡雅汤色嫩绿透亮,icon_cp_ml_02_004
906205,纯粮高粱酒,1×1（1格）,324,绿品,茗酿,农家纯粮自酿酒无添加，约50度入口烈回甘快,icon_cp_ml_02_005
906206,手工桂花酿,1×1（1格）,589,绿品,茗酿,手工桂花酿清甜甜度低，酒精度低适合入门品饮,icon_cp_ml_02_006
906207,袋泡红茶,1×1（1格）,256,绿品,茗酿,锡兰红茶拼配袋泡，日常饮用简单便捷,icon_cp_ml_02_007
906208,散装绿茶,1×1（1格）,259,绿品,茗酿,农家散装绿茶无品牌，叶片完整度一般汤色清亮,icon_cp_ml_02_008
906209,普通啤酒,1×1（1格）,613,绿品,茗酿,工业拉格啤酒金黄通透，泡沫细腻日常消暑饮品,icon_cp_ml_02_009
906210,桂花露酒,1×1（1格）,327,绿品,茗酿,桂花浸泡低度酒入口甜润，大众甜品酒后劲不大,icon_cp_ml_02_010
906211,五年女儿红,1×2（2格）,395,绿品,茗酿,五年陈绍兴女儿红，酒体尚浅，已初具陈酿风味。入门级黄酒，再放十年就是另一种东西了,icon_cp_ml_02_011
906212,正山小种,1×1（1格）,312,绿品,茗酿,福建正山小种红茶，松烟香桂圆味。松木熏制是世界红茶的鼻祖工艺，烟熏渗透茶叶后与甜味结合,icon_cp_ml_02_012
906213,清香白酒,3×5（15格）,1821,绿品,茗酿,清香型纯粮白酒，白酒瓶，清蒸清烧。高粱为料，入口清爽不拖泥带水，纯粮酿造,icon_cp_ml_02_013
906301,十年陈普洱生茶,3×3（9格）,3506,蓝品,茗酿,十年干仓普洱生茶汤色橙黄，转化稳定口感醇和回甘明显,icon_cp_ml_03_001
906302,十年陈绍兴花雕,3×4（12格）,10520,蓝品,茗酿,十年陈绍兴花雕坛装香气醇厚，琥珀色酒体温润有层次,icon_cp_ml_03_002
906303,正岩大红袍,2×3（6格）,2631,蓝品,茗酿,武夷正岩大红袍岩韵明显，岩茶正统汤色橙红透亮,icon_cp_ml_03_003
906304,坤沙酱香白酒,1×2（2格）,1528,蓝品,茗酿,纯粮坤沙酱香酒体微黄，空杯留香持久酱香突出,icon_cp_ml_03_004
906305,七年陈白牡丹,2×1（2格）,1599,蓝品,茗酿,七年陈老白茶药香初显，杏黄汤色叶底匀整,icon_cp_ml_03_005
906306,三年陈普洱熟茶,2×1（2格）,2913,蓝品,茗酿,三年陈普洱熟茶汤色红亮，陈香温和口感顺滑日常口粮,icon_cp_ml_03_006
906307,普通龙井,1×1（1格）,1071,蓝品,茗酿,非核心产区龙井外形扁平，滋味清新可饮日常茶,icon_cp_ml_03_007
906308,五年陈花雕,1×1（1格）,1000,蓝品,茗酿,五年陈花雕坛装普通，家常烹饪可温饮,icon_cp_ml_03_008
906309,散装铁观音,1×1（1格）,964,蓝品,茗酿,清香型铁观音颗粒紧结，兰花香清雅汤色蜜绿,icon_cp_ml_03_009
906310,普通酱香白酒,1×1（1格）,830,蓝品,茗酿,纯粮酱香白酒，高粱为料，九蒸八酵七取。入门级口粮酒，不追年份，口感正就行,icon_cp_ml_03_010
906311,十五年白毫银针,1×1（1格）,928,蓝品,茗酿,十五年陈白毫银针，茶饼，白茶中的珍品。只取芽头满披白毫，陈化后毫香转药香，茶汤从浅黄转为琥珀,icon_cp_ml_03_011
906312,二十年越龙陈酿,2×2（4格）,2403,蓝品,茗酿,二十年越龙陈酿，绍兴黄酒标杆，半干型花雕。酒体醇厚陈香浓郁，酒液在坛中逐年挥发浓缩——每多放一年浓度就高一分,icon_cp_ml_03_012
906313,浓香白酒,3×5（15格）,5694,蓝品,茗酿,浓香型纯粮白酒，白酒瓶，窖池发酵。高粱为主料，入口绵甜香气浓郁，纯粮酿造,icon_cp_ml_03_013
906401,清宫普洱贡茶,1×2（2格）,4998,紫品,茗酿,清宫旧藏普洱贡茶，稀世陈香。清代云南六大茶山每年精选上等普洱进贡紫禁城，历经百年陈化茶汤如琥珀,icon_cp_ml_04_001
906402,陈酿白酒原浆,2×2（4格）,9771,紫品,茗酿,未勾调陈酿白酒原浆，老酒质感，三十年陈。直接从酒窖取出，保留了最原始的风味和酒精度,icon_cp_ml_04_002
906403,母树大红袍,2×2（4格）,17160,紫品,茗酿,母树采摘大红袍，茶中极品。武夷山九龙窠悬崖仅存六株母树，年产数百克。2006年后已停止采摘，现存均为停采前库存,icon_cp_ml_04_003
906404,百年绍兴老酒,2×2（4格）,10030,紫品,茗酿,百年封存绍兴黄酒，液体文物。酒液在坛中缓慢浓缩成糖浆状，糯米、麦曲和鉴湖水为原料，越陈越香,icon_cp_ml_04_004
906405,顶级金骏眉,1×2（2格）,5548,紫品,茗酿,蜜香浓郁金骏眉，红茶天花板。只取芽头，一斤干茶需六至八万颗芽头，全手工采摘。蜜香是它的灵魂,icon_cp_ml_04_005
906406,民国女儿红,2×3（6格）,9324,紫品,茗酿,民国女儿红，陈味厚重。女儿出生时封坛，出嫁时开坛——一坛糯米酒在土里埋了几十年，封坛的人已经不在了，酒还活着,icon_cp_ml_04_006
906407,冰岛古树普洱,1×2（2格）,4698,紫品,茗酿,冰糖甜韵冰岛古树普洱，茶中贵族。云南临沧冰岛村古树树龄超五百年，入口甘甜回甘持久,icon_cp_ml_04_007
906408,老班章普洱,1×1（1格）,6435,紫品,茗酿,滋味浓烈的老班章普洱，产自古树茶村，入口霸道茶气猛烈，普洱江湖里性格最鲜明的茶,icon_cp_ml_04_008
906409,陈年竹叶青,1×1（1格）,3311,紫品,茗酿,清香草本竹叶青，陈味独特。以竹叶、砂仁、檀香等十二味中草药浸泡青花陈酿，新酒药香浓郁，陈年后药香转木香,icon_cp_ml_04_009
906410,特供陈酿白酒,1×1（1格）,2874,紫品,茗酿,收藏级特供陈酿白酒，市面极少流通。只供特定渠道不对外销售，年份越早流通越少，每一瓶都有来历,icon_cp_ml_04_010
906411,红印圆茶,3×2（6格）,13530,紫品,茗酿,五十年代红印普洱圆茶，普洱茶中的传奇。红色八中茶字印记是印级茶时代的开篇，红印之后才有绿印黄印蓝印,icon_cp_ml_04_011
906412,五谷陈酿老酒,3×5（15格）,16680,紫品,茗酿,五谷陈酿浓香老酒五种粮食比例核心机密，喷香浓郁入口甘美占了一个多世纪商业秘密,icon_cp_ml_04_012
906413,百年老枞水仙,1×1（1格）,2936,紫品,茗酿,武夷山百年老枞水仙，岩茶中的老枞之味。树龄超百年，木质味和苔藓味是标志性风味，树龄越老越明显,icon_cp_ml_04_013
906501,宋聘号老茶,2×3（6格）,46850,橙品,茗酿,清末宋聘号普洱号级茶王，百余年前古法普洱茶饼动辄百万每次拍卖让老茶圈子兴奋好几天,icon_cp_ml_05_001
906502,西湖龙井贡茶,2×2（4格）,32630,橙品,茗酿,乾隆御供西湖龙井明前采摘，早一天采和晚一天采差的不只是价钱,icon_cp_ml_05_002
906503,金奖白兰地,2×2（4格）,64570,橙品,茗酿,裕醇金奖白兰地，1915年巴拿马万国博览会夺金，中国蒸馏葡萄酒的早期代表,icon_cp_ml_05_003
906504,御制桂花陈酒,2×2（4格）,40440,橙品,茗酿,清宫御制桂花陈酒陈年基酒浸泡桂花，皇帝喝的酒不一定最好一定最香,icon_cp_ml_05_004
906505,香江陈年干邑,1×2（2格）,18990,橙品,茗酿,港澳豪门私藏陈年干邑XO级别二十年以上，香港干邑消费量曾全球第一每一瓶都被喝得一滴不剩,icon_cp_ml_05_005
906506,普洱金瓜贡茶,1×1（1格）,25990,橙品,茗酿,皇家普洱金瓜贡茶形如金瓜，茶马古道三个月运到京城刚好发酵到最佳状态,icon_cp_ml_05_006
906507,五十年陈酿白酒,1×1（1格）,14990,橙品,茗酿,五十年陈酿白酒酒体微黄拍卖级藏品，喝一瓶少一瓶世界不会产出第二瓶五十年前的陈酿白酒,icon_cp_ml_05_007
906508,龙凤团茶残片,1×1（1格）,13990,橙品,茗酿,宋代龙凤团茶皇家贡茶千年前实物，欧阳修做二十年官才得一块舍不得喝,icon_cp_ml_05_008
906509,民国原坛陈酿,1×1（1格）,12620,橙品,茗酿,民国青花陈酿原坛，清香骨架干净利落，老坛泥封完整,icon_cp_ml_05_009
906510,岭南百年单丛,1×1（1格）,14370,橙品,茗酿,广东凤凰山百年老枞单丛香气霸道回甘强劲，同一座山上相邻两棵树做出来味道完全不同,icon_cp_ml_05_010
906511,中茶黄印,1×2（2格）,21990,橙品,茗酿,五十年代中茶黄印圆茶印级茶代表，包装纸黄色那批刚好最值钱不是黄色最好是存的刚好最多,icon_cp_ml_05_011
906512,麦序18年单麦,1×2（2格）,17590,橙品,茗酿,麦序18年单麦，雪莉桶甜香和木调收得老练，属于一开瓶就让人安心的那类老牌酒,icon_cp_ml_05_012
906513,益韵班章茶,1×1（1格）,14490,橙品,茗酿,益韵班章茶，班章古树料的猛劲被收得更顺，第一口就知道这茶不是走温和路线的,icon_cp_ml_05_013
906514,新会陈皮老茶,1×1（1格）,10620,橙品,茗酿,新会陈皮配老茶陈香果香交融，广东人七百年陈皮泡茶习惯加了好喝更添岭南养身之道——羊城拾光专属,icon_cp_ml_05_014
906515,御前龙井明前茶,1×1（1格）,12870,橙品,茗酿,钱塘龙井御前十八棵明前头采，十八棵树一年采不够十斤不够分才是贡品最重要的属性——钱塘雅集专属,icon_cp_ml_05_015
906516,裕醇干红,1×2（2格）,16390,橙品,茗酿,裕醇解百纳干红，百年酒庄酿造工艺。三珠混酿在沪上西餐酒单里最常见，果香浓郁单宁柔和——沪上风云专属,icon_cp_ml_05_016
906517,长白山野山参酒,1×2（2格）,19990,橙品,茗酿,长白山野山参浸入白酒体完整，北方滋补佳酿燕京宫廷贡品——燕京御藏专属,icon_cp_ml_05_017
906518,诗爵杯莫停干邑,1×2（2格）,18790,橙品,茗酿,诗爵陈年干邑，香江酒桌上的常客，杯子一空就有人替你续上——香江竞逐专属,icon_cp_ml_05_018
906519,清宫普洱茶膏,1×1（1格）,13000,橙品,茗酿,清代宫廷普洱茶膏，把几十斤茶压进一小块，放进霓城之巅也足够稀罕——霓城之巅专属,icon_cp_ml_05_019
906601,土陶瓶陈酿,1×2（2格）,454800,红品,茗酿,1958年陈酿白酒土陶瓶无标无字，存世极少陈酿白酒收藏巅峰装的是饥荒年代的珍贵味道,icon_cp_ml_06_001
906602,老普洱茶,1×2（2格）,105000,红品,茗酿,老普洱茶，百年仓储慢陈化，木香与药香叠在一杯里,icon_cp_ml_06_002
906603,顾渚紫笋贡茶,1×1（1格）,116200,红品,茗酿,顾渚紫笋贡茶，唐代贡焙名品，芽形细直如笋,icon_cp_ml_06_003
906604,百年窖藏,2×1（2格）,113000,红品,茗酿,百年窖藏威士忌拍卖纪录保持者，橡木桶一百年天使份额喝完人间极品每一滴,icon_cp_ml_06_004
906605,贾湖遗址古酒,3×5（15格）,1452000,红品,茗酿,河南贾湖遗址9000年前酒类遗存，人类酿酒史上最早的一杯酒人没留下酒留下了,icon_cp_ml_06_005
906606,唐代古茶饼,3×5（15格）,386400,红品,茗酿,唐代古茶饼，蒸青压制成团，千年茶制实物证据,icon_cp_ml_06_006
